Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
excellent birthday evening spent lantern roof top bar,went lantern roof top bar fullerton bay hotel celebrate birthday evening view hotel spectacular mbs background drinks good served us small cake left great gesture team special call loges anna served us evening,5,2,excellent birthday evening spent lantern roof top barwent lantern roof top bar fullerton bay hotel celebrate birthday evening view hotel spectacular mbs background drinks good served us small cake left great gesture team special call loges anna served us evening,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9623}",0.9623,2
bachelorette cocktail,anna team lantern bar amazingly friendly even surprised delicious chocolate cake well congratulations card including pic friends night remember,5,2,bachelorette cocktailanna team lantern bar amazingly friendly even surprised delicious chocolate cake well congratulations card including pic friends night remember,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9549}",0.9549,2
dinner la brasserie,celebrated birthday la brasserie impressed well pleased alan fantastic friendly service helpfulness ensured enjoy food offered good advice wine matching keep good job food good wine selection great,5,2,dinner la brasseriecelebrated birthday la brasserie impressed well pleased alan fantastic friendly service helpfulness ensured enjoy food offered good advice wine matching keep good job food good wine selection great,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.9859}",0.9859,2
music vibes point wide drink selection,attentive floor staff clear sop guidelines especially unprecedented time enjoy skyline singapore view marina bay sands ferris wheel breeze seated deck good selection music suited time day visiting energetic vibe food great wide selection drinks well also seasonal drink menu times left anticipating next visit look forward drink,5,2,music vibes point wide drink selectionattentive floor staff clear sop guidelines especially unprecedented time enjoy skyline singapore view marina bay sands ferris wheel breeze seated deck good selection music suited time day visiting energetic vibe food great wide selection drinks well also seasonal drink menu times left anticipating next visit look forward drink,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.9521}",0.9521,2
wonderful experience landing point,fabulous experience impeccable service landing point fullerton staff maria emma kept checking us replenish favourite savoury items afternoon tea last min request small slice birthday cake mum promptly sent us cake sang us birthday song actually took photo us printed memento us sweet thank emma maria kudos landing point team,5,2,wonderful experience landing pointfabulous experience impeccable service landing point fullerton staff maria emma kept checking us replenish favourite savoury items afternoon tea last min request small slice birthday cake mum promptly sent us cake sang us birthday song actually took photo us printed memento us sweet thank emma maria kudos landing point team,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.91}",0.91,2
epicurean bay dinner la brasserie,first la brasserie every dish point sea bass perfectly cooked duck confit nicely crisp meat fat super tender special shout alan wonderful dinner service husband left feeling really satisfied,5,2,epicurean bay dinner la brasseriefirst la brasserie every dish point sea bass perfectly cooked duck confit nicely crisp meat fat super tender special shout alan wonderful dinner service husband left feeling really satisfied,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9682}",0.9682,2
chill,good place chill relax scene beautiful sitting place cozy music volume nice loud staff maho benson anthony friendly serving us definitely visit,5,2,chillgood place chill relax scene beautiful sitting place cozy music volume nice loud staff maho benson anthony friendly serving us definitely visit,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.9382}",0.9382,2
friends meetup,welcoming tone mr daniel stepped door even dont take alcohol drink lovely mr anthony bartender trusted refreshing non alcholic drink still amazed way making perfect mix perfect drink perfect ambience needed long stressful day work adding say mr benson snd mr mano humble approach taking serving orders overall gin parlor fullerton bay hotel definite place one go,5,2,friends meetupwelcoming tone mr daniel stepped door even dont take alcohol drink lovely mr anthony bartender trusted refreshing non alcholic drink still amazed way making perfect mix perfect drink perfect ambience needed long stressful day work adding say mr benson snd mr mano humble approach taking serving orders overall gin parlor fullerton bay hotel definite place one go,"{'neg': 0.042, 'neu': 0.623, 'pos': 0.335, 'compound': 0.9723}",0.9723,2
gin parlor,awesome service mano karen anthony benson gin parlor fullerton bay hotel lovely amazing view assigned table superb cocktail drinks great presentation food detail introduction,5,2,gin parlorawesome service mano karen anthony benson gin parlor fullerton bay hotel lovely amazing view assigned table superb cocktail drinks great presentation food detail introduction,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.9501}",0.9501,2
tranquil location midst city,superb place much needed rest relaxation bay view room ideal quiet evening spent indoors totally appreciate polite humble service asenth service broad smile,5,2,tranquil location midst citysuperb place much needed rest relaxation bay view room ideal quiet evening spent indoors totally appreciate polite humble service asenth service broad smile,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9099}",0.9099,2
visited dinner,steak delicious atmosphere great service ida cristina impeccable pleasant music playing background great time would strongly recommend visit friends family,5,2,visited dinnersteak delicious atmosphere great service ida cristina impeccable pleasant music playing background great time would strongly recommend visit friends family,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9741}",0.9741,2
valentine day,experience fabulous daniel especially attentive took beautiful photo us remember occasion idris tyson also wonderful staff serving us would definitely come back afternoon tea food top notch ambience lovely ten ten,5,2,valentine dayexperience fabulous daniel especially attentive took beautiful photo us remember occasion idris tyson also wonderful staff serving us would definitely come back afternoon tea food top notch ambience lovely ten ten,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.9616}",0.9616,2
valentine day high tea,firstly got nice window table beautiful view mbs daniel polite understanding constantly checking needed refills always smiling also thank rest team idrus tyson making high tea pleasant one,5,2,valentine day high teafirstly got nice window table beautiful view mbs daniel polite understanding constantly checking needed refills always smiling also thank rest team idrus tyson making high tea pleasant one,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9382}",0.9382,2
time refresh hotel,fullerton bay hotel bad think much prefer fullerton hotel across street half price much better experience felt difference hospitality simple dinner fullerton hotel town restaurant since fullerton bay hotel always full staff fullertonbayhotel also seems confused took hours reply simple questions like get discount hotel restaurants fullerton hotel staff clear privileges guests even told us certain credit card give us best value also greeted least times town restaurant fullerton hotel much warmer welcome quite baffling told,3,1,time refresh hotelfullerton bay hotel bad think much prefer fullerton hotel across street half price much better experience felt difference hospitality simple dinner fullerton hotel town restaurant since fullerton bay hotel always full staff fullertonbayhotel also seems confused took hours reply simple questions like get discount hotel restaurants fullerton hotel staff clear privileges guests even told us certain credit card give us best value also greeted least times town restaurant fullerton hotel much warmer welcome quite baffling told,"{'neg': 0.058, 'neu': 0.65, 'pos': 0.292, 'compound': 0.9657}",0.9657,2
excellent high tea experience,visited landing point lunar new year high tea familyouting food tasty like orange marinated lobster much savouries refillable staffs service lotha emma maria attentive,5,2,excellent high tea experiencevisited landing point lunar new year high tea familyouting food tasty like orange marinated lobster much savouries refillable staffs service lotha emma maria attentive,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7351}",0.7351,2
wedding anniversary staycation,wonderful experience staying fullerton bay hotel place made memorable asenth bakthiar hosting us asenth helpful moment arrived hotel helped luggages moment arrived till time left also helped taking pictures us despite busy went extra mile friendly bakthiar surprised us bottle non alcochol wine upon us returning room night thoughtful knowing fact dont drink alcohol celebrate wedding staycation helped check latern reservation well gave call update thank fullerton bay hotel,5,2,wedding anniversary staycationwonderful experience staying fullerton bay hotel place made memorable asenth bakthiar hosting us asenth helpful moment arrived hotel helped luggages moment arrived till time left also helped taking pictures us despite busy went extra mile friendly bakthiar surprised us bottle non alcochol wine upon us returning room night thoughtful knowing fact dont drink alcohol celebrate wedding staycation helped check latern reservation well gave call update thank fullerton bay hotel,"{'neg': 0.037, 'neu': 0.78, 'pos': 0.184, 'compound': 0.8779}",0.8779,2
birthday staycation,best staycation ever highly recommended bay room view gave panaromic view mbs surrounding views simply stunning service exceeded expectations front desk f b bonus surprise visit mgmt staff fullerton bay hotel,5,2,birthday staycationbest staycation ever highly recommended bay room view gave panaromic view mbs surrounding views simply stunning service exceeded expectations front desk f b bonus surprise visit mgmt staff fullerton bay hotel,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.8516}",0.8516,2
good dining experience,attended course family style menu service staff attentive paid attention family needs shoutout indrus emma daniel pleasant experience clifford pier fullerton bay hotel,5,2,good dining experienceattended course family style menu service staff attentive paid attention family needs shoutout indrus emma daniel pleasant experience clifford pier fullerton bay hotel,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.7351}",0.7351,2
cny day dinner,good food friendly helpful staff huge thank thumbs staff idrus emma daniel making night memorable fave dish dessert mango coconut pudding birds nest coconut ice cream,5,2,cny day dinnergood food friendly helpful staff huge thank thumbs staff idrus emma daniel making night memorable fave dish dessert mango coconut pudding birds nest coconut ice cream,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9136}",0.9136,2
awesome anniversary celebrations,liked ambience awesome service awesome snacks super awesome drinks loved special thanks loges zool awesome hospitality love surely return places finest place singapore must recommend,5,2,awesome anniversary celebrationsliked ambience awesome service awesome snacks super awesome drinks loved special thanks loges zool awesome hospitality love surely return places finest place singapore must recommend,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.9925}",0.9925,2
cny drinks,great time food ambience music good crowded loges takes beautiful pictures us really appreciate kudos loges anna germa absolutely come back recommend family friends,5,2,cny drinksgreat time food ambience music good crowded loges takes beautiful pictures us really appreciate kudos loges anna germa absolutely come back recommend family friends,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9598}",0.9598,2
birthday celebration lantern,loges anna friendly accommodating managed give cake friend birthday two thumbs hardwork despite pandemic stay safe healthy thank much,5,2,birthday celebration lanternloges anna friendly accommodating managed give cake friend birthday two thumbs hardwork despite pandemic stay safe healthy thank much,"{'neg': 0.08, 'neu': 0.533, 'pos': 0.387, 'compound': 0.8479}",0.8479,2
anniversary,favorite bar singapore visiting years never disappoints celebrated anniversary today attended loges attentive helped make evening memorable,5,2,anniversaryfavorite bar singapore visiting years never disappoints celebrated anniversary today attended loges attentive helped make evening memorable,"{'neg': 0.149, 'neu': 0.743, 'pos': 0.108, 'compound': -0.2057}",-0.2057,0
sumptuous cny dinner fam,ambience perfect food tasty served hearty portions esp dessert great service asel karen well thank really worth price definitely visit,5,2,sumptuous cny dinner famambience perfect food tasty served hearty portions esp dessert great service asel karen well thank really worth price definitely visit,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.9482}",0.9482,2
great experience,great early valentine dinner la brasserie one staff alan gave us complimentary sparkling wine learned occasion also attentive patient serving us complaints food well delicious overall great experience ambience back,5,2,great experiencegreat early valentine dinner la brasserie one staff alan gave us complimentary sparkling wine learned occasion also attentive patient serving us complaints food well delicious overall great experience ambience back,"{'neg': 0.059, 'neu': 0.524, 'pos': 0.417, 'compound': 0.9468}",0.9468,2
pre birthday celebration,would like thanks ms emma ms maria services friendly ensure customers comfortable dine ambiance great cny tea set amazing affordable would definitely recommend place,5,2,pre birthday celebrationwould like thanks ms emma ms maria services friendly ensure customers comfortable dine ambiance great cny tea set amazing affordable would definitely recommend place,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.979}",0.979,2
birthday dinner,thank la brasserie wonderful dinner thank alan top notch customer service surprised cake presented boyfriend end dinner indeed wonderful thank,5,2,birthday dinnerthank la brasserie wonderful dinner thank alan top notch customer service surprised cake presented boyfriend end dinner indeed wonderful thank,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.9337}",0.9337,2
high tea,service staff attentive prompt love savory food scones refillable including drinks ambience lovely good catch lobster mini cone delicious would definitely return,5,2,high teaservice staff attentive prompt love savory food scones refillable including drinks ambience lovely good catch lobster mini cone delicious would definitely return,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.9538}",0.9538,2
valentine day afternoon tea,food delicious coffee great thanks valentine day chocolate cake except another cake yum staffs service excellent great experience visit,5,2,valentine day afternoon teafood delicious coffee great thanks valentine day chocolate cake except another cake yum staffs service excellent great experience visit,"{'neg': 0.0, 'neu': 0.479, 'pos': 0.521, 'compound': 0.9612}",0.9612,2
nice tuesday,first time visited lantern bar service fantastic amazing haha friend really enjoyed drinks served loges anna loges gave good recommendation wine nice definitely come back thank perfect service,5,2,nice tuesdayfirst time visited lantern bar service fantastic amazing haha friend really enjoyed drinks served loges anna loges gave good recommendation wine nice definitely come back thank perfect service,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.9868}",0.9868,2
great ambience food,great service given alan sunny paid great attention pregnant wife making sure best comfort meal yummy dinner always loving duck confit,5,2,great ambience foodgreat service given alan sunny paid great attention pregnant wife making sure best comfort meal yummy dinner always loving duck confit,"{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9805}",0.9805,2
la brasserie,awesome dining experience la brasserie served ida idrus xin rong attentive friendly ordered chateaubriand filet de loup en papillote food great ambience stunning even us complimentary tart dessert commemorate special occasion definitely patronize,5,2,la brasserieawesome dining experience la brasserie served ida idrus xin rong attentive friendly ordered chateaubriand filet de loup en papillote food great ambience stunning even us complimentary tart dessert commemorate special occasion definitely patronize,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9531}",0.9531,2
cny afternoon tea,always loved tea sets prepared landing point service came mom time cny afternoon tea would like thank lotha atlan delightful service,5,2,cny afternoon teaalways loved tea sets prepared landing point service came mom time cny afternoon tea would like thank lotha atlan delightful service,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9274}",0.9274,2
nice ambience good service,excellent place high tea service excellent waiters prompt attend food good love place nice view bay favourite food scone,5,2,nice ambience good serviceexcellent place high tea service excellent waiters prompt attend food good love place nice view bay favourite food scone,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.9601}",0.9601,2
lovely gf high tea,lovely high tea served us idrus christina attentive friendly food gluten free per request delicious also caffeine free ceylon tea tell difference good experience amazing view,5,2,lovely gf high tealovely high tea served us idrus christina attentive friendly food gluten free per request delicious also caffeine free ceylon tea tell difference good experience amazing view,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.975}",0.975,2
tall ceilings,husband celebrated birthday really enjoyed whole experience served alan daniel idrus xin rong ida gave excellent service duck confit really soft tender generous portion well top given card photo inside momento recommend,5,2,tall ceilingshusband celebrated birthday really enjoyed whole experience served alan daniel idrus xin rong ida gave excellent service duck confit really soft tender generous portion well top given card photo inside momento recommend,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.9636}",0.9636,2
fantastic place birthday celebration,great views water high ceiling gives grand ambience love nice touch gave wife birthday beyond complimentary cake got printed couple photo placed inside fullerton postcard much appreciated recommend duck confit,5,2,fantastic place birthday celebrationgreat views water high ceiling gives grand ambience love nice touch gave wife birthday beyond complimentary cake got printed couple photo placed inside fullerton postcard much appreciated recommend duck confit,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9694}",0.9694,2
proposal night went well better expected,booked lantern ahead wedding proposal soon wife everything went well lucky good cloudy weather low crowds attentive staff event positive feedback upbeat soundtrack chill evening dinner food good exceptional service staff shoutout loges germa zool anna roy making happen awesome view also gave us complimentary celebration cake champagne photo card congratulate us next step life,5,2,proposal night went well better expectedbooked lantern ahead wedding proposal soon wife everything went well lucky good cloudy weather low crowds attentive staff event positive feedback upbeat soundtrack chill evening dinner food good exceptional service staff shoutout loges germa zool anna roy making happen awesome view also gave us complimentary celebration cake champagne photo card congratulate us next step life,"{'neg': 0.026, 'neu': 0.587, 'pos': 0.388, 'compound': 0.981}",0.981,2
sweet pleasant service,went landing point mum high tea last week met friendly staffs good service especially maria team attentive us love teh banoffee tart savoury pastry,5,2,sweet pleasant servicewent landing point mum high tea last week met friendly staffs good service especially maria team attentive us love teh banoffee tart savoury pastry,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9485}",0.9485,2
hotel fantastic view,hotel great view looking marina bay location also close merlion convenient pool rooftop must view city skyline overall nice experience staying hotel,5,2,hotel fantastic viewhotel great view looking marina bay location also close merlion convenient pool rooftop must view city skyline overall nice experience staying hotel,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8885}",0.8885,2
great service,husband came son celebrated wedding anniversary served fantastic service staff alan rose made visit super memorable enjoyable one back,5,2,great servicehusband came son celebrated wedding anniversary served fantastic service staff alan rose made visit super memorable enjoyable one back,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9595}",0.9595,2
great service ambience,great ambience place celebrate special occasion food good staff also prompt service especially daniel alan sunny ida helpful highly recommended,5,2,great service ambiencegreat ambience place celebrate special occasion food good staff also prompt service especially daniel alan sunny ida helpful highly recommended,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.9655}",0.9655,2
chillin february,great ambience good chilling great time friends highly recommended couple friends definitely come back soon view great especially night mbs background,5,2,chillin februarygreat ambience good chilling great time friends highly recommended couple friends definitely come back soon view great especially night mbs background,"{'neg': 0.03, 'neu': 0.376, 'pos': 0.594, 'compound': 0.9682}",0.9682,2
full fullerton bay experience,establishment like fullerton bay certainly disappoint right get go vanessa amanda extremely helpful assisting birthday surprise intended plan partner information passed front desk concierge team arrival hotel greeted welcoming genuine asenth seem expecting arrival prior check despite underdressed needless say check seamless efficient thanks front office team post check amsyar made sure arrangements well taken care well request well taken care ensure surprise point attention details commendable apart surprise partner,5,2,full fullerton bay experienceestablishment like fullerton bay certainly disappoint right get go vanessa amanda extremely helpful assisting birthday surprise intended plan partner information passed front desk concierge team arrival hotel greeted welcoming genuine asenth seem expecting arrival prior check despite underdressed needless say check seamless efficient thanks front office team post check amsyar made sure arrangements well taken care well request well taken care ensure surprise point attention details commendable apart surprise partner,"{'neg': 0.027, 'neu': 0.548, 'pos': 0.425, 'compound': 0.9871}",0.9871,2
good ambiance,good food service really appreciate polite visit soon lovely time girlfriends really made girlfriend feel special birthday appreciate effort,5,2,good ambiancegood food service really appreciate polite visit soon lovely time girlfriends really made girlfriend feel special birthday appreciate effort,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.937}",0.937,2
friendly staff,idrus sunny ida super nice attentive good vibes ambience also nice really enjoyed salad dessert please send regards nice staff back,5,2,friendly staffidrus sunny ida super nice attentive good vibes ambience also nice really enjoyed salad dessert please send regards nice staff back,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.9778}",0.9778,2
awesome place awesome view,service top notched awesome thank loges zool germa anna impeccable service food drinks good recommended views drinks good place birthday celebrations,5,2,awesome place awesome viewservice top notched awesome thank loges zool germa anna impeccable service food drinks good recommended views drinks good place birthday celebrations,"{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.9726}",0.9726,2
great food service,overall good ambiance good food especially enjoyed steak frites delightful serving generous well special thanks idrus alan ida team wonderful experience,5,2,great food serviceoverall good ambiance good food especially enjoyed steak frites delightful serving generous well special thanks idrus alan ida team wonderful experience,"{'neg': 0.0, 'neu': 0.289, 'pos': 0.711, 'compound': 0.9848}",0.9848,2
amazing staff amazing food amazing ambience,brought husband celebrate first evening husband wife food impeccable steak frites must try however made evening memorable amazing service staff ida idrus alan attentive needs recommendation types wine choose delicious elevated food experience also accommodating requests unfinished food sent room go waste definitely place visit love good food excellent service come empty stomach though portion huge,5,2,amazing staff amazing food amazing ambiencebrought husband celebrate first evening husband wife food impeccable steak frites must try however made evening memorable amazing service staff ida idrus alan attentive needs recommendation types wine choose delicious elevated food experience also accommodating requests unfinished food sent room go waste definitely place visit love good food excellent service come empty stomach though portion huge,"{'neg': 0.051, 'neu': 0.527, 'pos': 0.422, 'compound': 0.988}",0.988,2
superb experience,food great worth every penny staff served us friendly polite friend birthday celebration surprised cake thanks loges anna zool germa definitely return,5,2,superb experiencefood great worth every penny staff served us friendly polite friend birthday celebration surprised cake thanks loges anna zool germa definitely return,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9719}",0.9719,2
dinner la brasserie,lovely dinner la brasserie food amazingly delicious service excellent throughout service staffs particularly ida sunny idrus made us feel comfortable always checking us make sure everything fine thank wonderful evening,5,2,dinner la brasserielovely dinner la brasserie food amazingly delicious service excellent throughout service staffs particularly ida sunny idrus made us feel comfortable always checking us make sure everything fine thank wonderful evening,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.974}",0.974,2
dinner la brasserie,dinner ahmazingggg firstly view unbeatable impecable service served ida idrus sunny moment entered till left service amazing even got free cocktail importantly food code de beouf good nd time return doubt,5,2,dinner la brasseriedinner ahmazingggg firstly view unbeatable impecable service served ida idrus sunny moment entered till left service amazing even got free cocktail importantly food code de beouf good nd time return doubt,"{'neg': 0.056, 'neu': 0.605, 'pos': 0.339, 'compound': 0.9118}",0.9118,2
good view bay good drinks,view bar good staff offers good service well tended atmosphere bar relaxing quite casual location would recommend signature cocktails,5,2,good view bay good drinksview bar good staff offers good service well tended atmosphere bar relaxing quite casual location would recommend signature cocktails,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.9612}",0.9612,2
fif tea,lotha maria added luster golden th birthday celebration attentive needs made us feel celebrating home rainy afternoon tea warmed bellies attention warmed hearts thank lovely experience landing point,5,2,fif tealotha maria added luster golden th birthday celebration attentive needs made us feel celebrating home rainy afternoon tea warmed bellies attention warmed hearts thank lovely experience landing point,"{'neg': 0.034, 'neu': 0.597, 'pos': 0.369, 'compound': 0.9169}",0.9169,2
afternoon tea,sumptuous sweets savouries chinese new year tea spectacular views beautiful festive decorations excellent service attentive wonderful waiter idros looking forward going back,5,2,afternoon teasumptuous sweets savouries chinese new year tea spectacular views beautiful festive decorations excellent service attentive wonderful waiter idros looking forward going back,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9552}",0.9552,2
great service ambience,celebrated loved one birthday great views drinks service lantern truffle fries peachberry sling sydney sling easy drinks thanks loges iool making visit great one,5,2,great service ambiencecelebrated loved one birthday great views drinks service lantern truffle fries peachberry sling sydney sling easy drinks thanks loges iool making visit great one,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9719}",0.9719,2
lovely afternoon tea best view,cny afternoon tea menu delish mom loved organic telegraph cucumber sandwich tomato bread loved orange marinated lobster shellfish mini cone cny sweets looked tasted delightful well service pleasant thoughtful staff checking regularly help refill teas loved fullerton express savouries scones warm best part able enjoy yummies right next beautiful marina bay waterfront view would definitely recommend anyone looking spend lovely late afternoon loved ones,5,2,lovely afternoon tea best viewcny afternoon tea menu delish mom loved organic telegraph cucumber sandwich tomato bread loved orange marinated lobster shellfish mini cone cny sweets looked tasted delightful well service pleasant thoughtful staff checking regularly help refill teas loved fullerton express savouries scones warm best part able enjoy yummies right next beautiful marina bay waterfront view would definitely recommend anyone looking spend lovely late afternoon loved ones,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.9963}",0.9963,2
bachelorette party,amazing high tea girls celebrating hen party vibe chill food amazing service good staff attentive needs also got nice cake printed photo celebrate occasion thank team landing point,5,2,bachelorette partyamazing high tea girls celebrating hen party vibe chill food amazing service good staff attentive needs also got nice cake printed photo celebrate occasion thank team landing point,"{'neg': 0.0, 'neu': 0.499, 'pos': 0.501, 'compound': 0.9686}",0.9686,2
wedding anniversary la brasserie,celebrated wedding anniversary la brasserie fullerton bay hotel food served hot delicious ambience romantic service alan friendly thoughtful thumbs service,5,2,wedding anniversary la brasseriecelebrated wedding anniversary la brasserie fullerton bay hotel food served hot delicious ambience romantic service alan friendly thoughtful thumbs service,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9042}",0.9042,2
pleasant evening ladies,lantern wonderful ambiance wind chill service staff zul great sense humour pleasant personality thanks awesome evening food awesome nice certainly come back,5,2,pleasant evening ladieslantern wonderful ambiance wind chill service staff zul great sense humour pleasant personality thanks awesome evening food awesome nice certainly come back,"{'neg': 0.0, 'neu': 0.293, 'pos': 0.707, 'compound': 0.987}",0.987,2
awesome swimming pool breakfast excellent service,excellent hospitality staff awesome breakfast course based ala carte due current situation also nice sized swimming pool rooftop glorious view careful swimming middle afternoon sun ray quite strong bring sunblock also check opt deluxe room might need specify room facing clifford pier partial view bay otherwise alternative one facing custom house,5,2,awesome swimming pool breakfast excellent serviceexcellent hospitality staff awesome breakfast course based ala carte due current situation also nice sized swimming pool rooftop glorious view careful swimming middle afternoon sun ray quite strong bring sunblock also check opt deluxe room might need specify room facing clifford pier partial view bay otherwise alternative one facing custom house,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9753}",0.9753,2
excellent high tea landing point,went afternoon high tea celebrate birthday service excellent accommodating even gave complimentary birthday cake souvenir photo server idris friendly attentive savouries refillable least plates food good unique overall lovely experience,5,2,excellent high tea landing pointwent afternoon high tea celebrate birthday service excellent accommodating even gave complimentary birthday cake souvenir photo server idris friendly attentive savouries refillable least plates food good unique overall lovely experience,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9747}",0.9747,2
high tea,amazing food high tea chinese new year twist desserts really good view overlooking bay marina bay sands customer service really great helpful idros definitely come back,5,2,high teaamazing food high tea chinese new year twist desserts really good view overlooking bay marina bay sands customer service really great helpful idros definitely come back,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9241}",0.9241,2
superb service le brasserie,reserved lunch celebrate husband birthday excellent food great service la brasserie duck confit dish recommended simply delicious special thanks alan superb service meticulous follow,5,2,superb service le brasseriereserved lunch celebrate husband birthday excellent food great service la brasserie duck confit dish recommended simply delicious special thanks alan superb service meticulous follow,"{'neg': 0.0, 'neu': 0.369, 'pos': 0.631, 'compound': 0.9846}",0.9846,2
best rooftop bar singapore,bar top fullerton bay hotel even many years trying different bars one still best opinion plenty delicious cocktails choose recommend spicy margarita mojito bar snacks also super nice service always excellent professional quick drop quick conversation entertain service staff make feel home beautiful bar work promotional cocktails great special occasions always open bottle champagne trust experience different level favorite seating smoking tables convenient people like would like mention germa logesh anna roy jagathis,5,2,best rooftop bar singaporebar top fullerton bay hotel even many years trying different bars one still best opinion plenty delicious cocktails choose recommend spicy margarita mojito bar snacks also super nice service always excellent professional quick drop quick conversation entertain service staff make feel home beautiful bar work promotional cocktails great special occasions always open bottle champagne trust experience different level favorite seating smoking tables convenient people like would like mention germa logesh anna roy jagathis,"{'neg': 0.019, 'neu': 0.511, 'pos': 0.47, 'compound': 0.994}",0.994,2
birthday celebration husband,thank daniel arianne warm hospitality high tea landing point earlier today informative always looking dining needs experience good ambience view even better served cny high tea food served high quality hotel standard well fed stop second serving would recommend friends definitely visit,5,2,birthday celebration husbandthank daniel arianne warm hospitality high tea landing point earlier today informative always looking dining needs experience good ambience view even better served cny high tea food served high quality hotel standard well fed stop second serving would recommend friends definitely visit,"{'neg': 0.039, 'neu': 0.639, 'pos': 0.321, 'compound': 0.9313}",0.9313,2
anniversary dinner,thanks daniel ida sunny serving us tonight always great thanks la brasserie fullerton bay food great thanks alot giving wife beautiful memory,5,2,anniversary dinnerthanks daniel ida sunny serving us tonight always great thanks la brasserie fullerton bay food great thanks alot giving wife beautiful memory,"{'neg': 0.0, 'neu': 0.409, 'pos': 0.591, 'compound': 0.9723}",0.9723,2
impeccable service standards luxurious hotel,stayed night rooms absolutely gorgeous one best hotels stayed singapore best service staff make welcomed right start iconic hotel sits water hosts glorious view bay area forget visit gin parlour happy hour cocktails food delicious makes perfect evening two definitely back another unforgettable experience,5,2,impeccable service standards luxurious hotelstayed night rooms absolutely gorgeous one best hotels stayed singapore best service staff make welcomed right start iconic hotel sits water hosts glorious view bay area forget visit gin parlour happy hour cocktails food delicious makes perfect evening two definitely back another unforgettable experience,"{'neg': 0.026, 'neu': 0.517, 'pos': 0.457, 'compound': 0.9869}",0.9869,2
